1356179880.2381656,750024.7159763314,2,2,1285921060.871302,172669.65680473374,8.934
1576839857.9789948,752069.8514628657,2,2,1916027290.591148,181595.8289572393,9.888
1853430673.419436,748284.4733131924,2,2,2425177330.565962,232200.6163141994,10.512
1758614638.470405,733509.8426791277,2,4,2226937804.4100466,223878.15848909656,9.216
1850167883.6694996,725841.3824362606,2,4,2353376295.512433,223370.36071765816,9.828
1969017502.5523608,729374.9016090741,2,4,2547256314.684516,249139.40490635717,10.296
1763740324.8127365,716670.0146960588,2,6,2312724071.2453794,249316.73925629037,9.006
1654380649.822753,711090.3684721413,2,6,2280905763.0559115,250205.86177441274,9.432
1602855327.6636364,706440.2068181818,2,6,2331578950.5676575,260146.79195804195,9.024
1519188024.897517,702394.0438083188,2,8,2237374123.982603,271023.90447572357,8.802
1466468151.019295,701605.5695633251,2,8,2258132885.4958653,279664.06325257506,9.246
1431076032.6257412,700291.3491913746,2,8,2394693751.483558,297331.7681940701,9.978
1386794870.0663927,699051.2096412556,2,10,2447018914.3484054,302835.75710014947,9.588
1355220931.5836716,697824.0003479067,2,10,2524961256.6808534,310500.5259190537,9.708
1331437768.313334,697853.8134967994,2,10,2638328972.4025173,327018.3181078442,9.9
1294306767.4665453,696671.8668890237,2,12,2658356291.0787344,346709.22437841113,9.550909091
1278016540.720961,700914.4179884129,2,12,2717303636.9514675,353562.45018520276,10.656
1259550333.4016674,702605.9837755468,2,7,2629958180.5097704,354319.3727142345,10.182
1223071979.4628508,689381.8264414187,2,4,2532970458.182888,334883.99277189444,9.45
1209295530.7466948,682500.6974612701,2,4,2496894432.527861,324685.8896909725,9.18
1187612200.712264,673290.5449273121,2,4,2460314074.985385,311636.2853386947,8.508
1162769998.76095,673961.9478395975,2,5,2370404075.6543355,303215.68940514943,8.706
1153912641.9555664,675434.4403211041,2,5,2329449927.099148,294882.10506302374,9.804
1148956933.635106,677205.2502686006,2,5,2330794244.172777,287575.5126242278,10.368
1127300182.7642376,677585.8927646907,2,6,2258087521.2256017,283617.02472171886,8.949152542
1119352428.1990716,677648.7041581892,2,6,2237150498.503624,281753.631103764,9.251239238
1113853463.5699346,677517.9594771242,2,5,2223656677.904513,278143.1816993464,9.312
1101538348.0886776,677520.7831780255,2,8,2200609058.348864,279126.97423716425,9.108
1092241175.2236803,676924.9139278259,2,8,2170899893.073546,279872.6290486132,8.916
1089811348.244131,677009.9208446385,2,8,2168391306.2076797,280340.1513507137,9.66
1079536873.897064,677001.817246561,2,16,2129834925.3420415,283786.4717373714,7.812
1073047441.4596344,676520.9561712274,2,16,2107729937.223856,286814.46815033496,8.7
1063248796.3409394,675095.0234861977,2,7,2071196415.3787844,283815.51925645594,8.34
1061396908.3695893,675003.6691021809,2,7,2069804396.2852874,283093.2112255065,9.384
1053806970.2391601,672474.3468775566,2,8,2039471437.3378239,280348.70149986364,8.316
1045084086.0451814,669102.6875939043,2,8,2025557091.4348574,277407.62813908566,9.012
1045084086.0451814,669102.6875939043,2,8,2025557091.4348574,277407.62813908566,9.42
1045084086.0451814,669102.6875939043,2,8,2025557091.4348574,277407.62813908566,8.196
1045084086.0451814,669102.6875939043,2,8,2025557091.4348574,277407.62813908566,8.688
1043434139.7189889,668736.2726210705,2,4,2017171830.853441,275289.42300339846,9.732
1039105619.7421169,668546.0146100484,2,6,1999245478.8039205,273430.48023964686,9.636
1038693018.8002497,668831.6317186118,2,12,1994439772.529684,273947.9153962225,10.44
1037996563.1505288,668486.0778313995,2,12,1981493112.3997843,274247.8890029777,10.56
1032795750.6701382,668529.8514529567,2,8,1960813417.4668767,273704.9241007925,9.24
1025984440.0497047,669424.1213334668,2,15,1932023038.3950846,275615.96866553207,9.12
1019018455.4398108,670265.091393079,2,15,1902756416.1748497,277555.7344966972,9.0
1033161734.0446451,671592.8855243364,2,10,1919875743.3189692,275480.74702770903,11.232
1042134171.7690053,672803.0033637674,2,10,1931928313.2609322,274444.38423834695,11.1
1041818807.9686103,674169.8731094835,2,12,1917750133.452963,273216.3823837154,9.528
